CCc1sc(Br)cc1Br.Clc1ccc(I)cc1 CCC(Br)C(Br)c1cc(-c2ccc(Cl)cc2)sc1Br
Cc1cc(O)ccc1NC(=O)OC(C)(C)C.NC(=O)CBr Cc1cc(OCC(=O)O)ccc1NC(=O)OC(C)(C)C.On1nnc2ccccc21
CC1(C)OB(c2ccc(N3C[C@H](Cn4ccnn4)OC3=O)cc2F)OC1(C)C.Cc1cn(-c2ccc(Br)c(C)n2)nn1 CCCC[Sn](CCCC)(CCCC)c1ccc(N2C[C@H](Cn3ccnn3)OC2=O)cc1F.Cc1cn(-c2ccc(Br)c(C)n2)nn1
Fc1ccc(-c2nc3nc(-c4ccncc4)ccc3n2-c2ccnc(NC3CCCC3)n2)cc1 CC(C)(C)OC(=O)N1CCC(c2ccc3c(c2)nc(-c2ccc(F)cc2)n3-c2ccnc(NC3CCCC3)n2)CC1
C=CCOc1ccc(CNc2nc(Nc3ccc(C(=O)NCC(=O)O)cc3)nc(OCC(F)(F)F)n2)cc1.C=CCS(N)(=O)=O C=CCOc1ccc(CNc2nc(Nc3ccc(C(=O)O)cc3)nc(OCC(F)(F)F)n2)cc1.C=CCS(=O)(=O)NC(=O)NC(=O)c1ccc(N)cc1
COc1ccc(CNC(=O)CBr)cc1.Cc1c(Cl)cccc1NS(=O)(=O)c1ccc(F)cc1 COc1ccc(CN)cc1.Cc1c(Cl)cccc1N(CC(=O)O)S(=O)(=O)c1ccc(F)cc1
COc1ccc(N)cc1OC.O=C([O-])c1ccc(COc2ccc3c(c2)CCC(CCN2CCCCC2)C3)cc1 COc1ccc(NC(=O)c2ccc(COc3ccc4c(c3)CCC(CC(=O)N3CCCCC3)C4)cc2)cc1OC
CC=O.COc1ccc([C@H](Cc2c(Cl)c[n+]([O-])cc2Cl)OC(=O)c2ccc(CNC(C(=O)O[C@H]3CN4CCC3CC4)c3ccccc3)s2)cc1OC CCN(Cc1ccc(C(=O)O[C@@H](Cc2c(Cl)c[n+]([O-])cc2Cl)c2ccc(OC)c(OC)c2)s1)C(C(=O)O)c1ccccc1.O[C@H]1CN2CCC1CC2
COc1cc(-c2csc3c(/C=C/CO)cnc(N)c23)ccc1NC(=O)c1cc2ccccc2n1C CCOC(=O)CCc1cnc(N)c2c(-c3ccc(NC(=O)c4cc5ccccc5n4C)c(OC)c3)csc12
NC(=O)c1cc(Br)cc(Br)c1.Nc1cccnc1 NC(=O)c1cc(Br)cc(N)c1.OB(O)c1cccnc1
BrCC1CC1.CS(=O)(=O)c1cccc(-c2ccc(CNS(=O)(=O)c3ccccc3C(F)(F)F)s2)c1 CS(=O)(=O)c1cccc(B(O)O)c1.O=S(=O)(c1ccccc1C(F)(F)F)N(Cc1ccc(Br)s1)CC1CC1
CC(=O)N1c2cc3c(cc2C(N)CC1C)OCO3.OB(O)c1ccc(Cl)cc1 CC(=O)OC(C)=O.C[C@@H]1C[C@@H](Nc2ccc(Cl)cc2)c2cc3c(cc21)OCO3
CS(=O)(=O)Cl.Cc1cc(Nc2nccc(C(F)F)n2)cc(-c2cnn(CCN)c2)c1 CS(=O)(=O)NCCn1cc(-c2cc(N)cc(Nc3nccc(C(F)F)n3)c2)cn1.Cc1cc(Br)cc(Nc2nccc(C(F)F)n2)c1
COC(=O)CC(N)Cc1cc(F)c(F)cc1F CC(C)(C)OC(=O)CC(N)Cc1cc(F)c(F)cc1F
COc1cccc(C(=O)c2cnn(-c3ccc(F)cc3)c2N)c1 O=C(c1cccc(O)c1)c1cnn(-c2ccc(F)cc2)c1[N+](=O)[O-]
Cc1cccc(-n2c(-c3ccc4ncnn4c3)c(C)[nH]c2=O)c1.Fc1cccc(CBr)c1 Cc1c(-c2ccc3ncnn3c2)[nH]c(=O)n1Cc1cccc(F)c1.Cc1cccc(-n2c(Br)c(C)n(Cc3cccc(F)c3)c2=O)c1
CC[C@@H]1CN(c2nc3c(N4CCOCC4)nc(-c4cnc(N)nc4)nc3n2CC(F)(F)F)CCN1.C[C@H](O)C(=O)O CC[C@@H]1CN(c2nc3c(N4CCOCC4)nc(Cl)nc3n2CC(F)(F)F)CCN1C(=O)[C@H](C)O.Nc1ncc(B(O)O)cn1
C=C1c2c(C)c(N3CCN(c4ccc(OC)cc4)CC3)c(C)c(C)c2OC1(C)C.OO COc1ccc(N2CCN(c3c(C)c(C)c4c(c3C)C(C(=O)O)C(C)(C)O4)CC2)cc1
CC1(C)CCC(C)(C)c2cc(-c3csc(N4CCC(N)CC4)n3)ccc21.O=CCCCCO CC1(C)CCC(C)(C)c2cc(B3OC(C)(C)C(C)(C)O3)ccc21.OCCCCCNC1CCN(c2nc(Br)cs2)CC1
Cc1cc(=O)c2ccc(Br)cc2n1-c1cc(NC(=O)OC(C)(C)C)c(F)cc1F.Cc1noc(C)c1B1OC(C)(C)C(C)(C)O1 CC(C)(C)OC(=O)Nc1cc(B(O)O)c(F)cc1F.Cc1noc(C)c1-c1ccc2c(=O)cc(C)n(-c3cc(N)c(F)cc3F)c2c1
CC(=O)NN.O=C(O)[C@@H]1CCCCN1S(=O)(=O)c1ccc(F)cc1 CC(=O)OC(C)=O.NNC(=O)[C@@H]1CCCCN1S(=O)(=O)c1ccc(F)cc1
CNC.O=C(O)Cc1c(C(=O)O)n(Cc2csc3ccc(F)cc23)c2ccc(F)cc12 CCOC(=O)c1c(CC(=O)N(C)C)c2cc(F)ccc2n1Cc1csc2ccc(F)cc12
O=C(N[C@H]1CCCC[C@H]1O)c1cnc(OCC(F)(F)F)c(Br)c1.OB(O)c1ccc(Cl)c(Cl)c1 O=C(N[C@H]1CCCC[C@H]1OCc1ccccc1)c1cnc(OCC(F)(F)F)c(-c2ccc(Cl)c(Cl)c2)c1
CCC(O)c1cccnc1F CC[Mg+].CON(C)C(=O)c1cccnc1F
Clc1ccnc(Cl)n1.O=C(NCCCCCCc1c[nH]c2ccccc12)NCc1cccnc1 NCc1cccnc1.O=C(NCCCCCCc1cn(-c2nccc(Cl)n2)c2ccccc12)OCc1cccnc1
CCCI.NC(=O)c1[nH]c2ccc(O)cc2c1S(=O)(=O)N1CCOCC1 CCCOc1ccc2[nH]c(C(N)=O)c(S(=O)(=O)O)c2c1.CN1CCOCC1
CC1(C)CC(=O)c2c(C(F)F)nn(-c3ccc(C(N)=O)c(Br)c3)c2C1.NC1CCSCC1 CC1(C)CC(=O)c2c(C(F)F)nn(-c3ccc(C(N)=O)c(N)c3)c2C1.O=C1CCSCC1
CCN(CC)C(=O)COc1ccccc1.O=C(Cl)CCl CCN(CC)C(=O)CCl.O=C(CCl)c1ccc(O)cc1
COC(=O)c1ccc(-c2cccc(CBr)c2)cc1Cl.O=c1c2ccc(O)cc2sn1C1CCCC1 COC(=O)c1ccc(B(O)O)cc1Cl.O=c1c2ccc(OCc3cccc(Br)c3)cc2sn1C1CCCC1
Brc1cccc2nc[nH]c12.C1CNCCNC1 CC(C)(C)OC(=O)N1CCCN(c2cccc3[nH]cnc23)CC1
COC(=O)c1ccccc1S(=O)(=O)c1ccc2nc(-c3ccc(F)cc3)ccc2c1.[OH-] COC(=O)c1ccccc1S(=O)(=O)c1ccc2c(ccc(-c3ccc(F)cc3)n2)c1.O=C(OO)c1cccc(Cl)c1
Cc1nc(CN2C(=O)CSC2=O)n[nH]1.O=Cc1ccc2c(c1)nnn2Cc1ccc(Cl)cc1C(F)(F)F Cc1nc(CCl)n[nH]1.O=C1NC(=O)/C(=C/c2ccc3c(c2)nnn3Cc2ccc(Cl)cc2C(F)(F)F)S1
COc1cnc(Br)c2[nH]ccc12.Clc1cn[nH]c1 COc1cnc(Cl)c2[nH]ccc12.Clc1cn[nH]c1
CCCCCOC(=O)c1cc(C2CCC(=O)CC2)ccc1O CCCCCOC(=O)c1cc([C@H]2CC[C@H](O)CC2)ccc1OC
CC(C)(C)OC(=O)[C@H]1CCCN1c1ccc(C(F)(F)F)cc1 CC(C)(C)OC(=O)N1CCC(N2c3ccccc3Oc3cc(-c4cccnc4)ccc32)CC1
Nc1ccc(C(=O)O)cc1.c1ccc2c(c1)C[C@@H]1NCCC[C@H]21 O=C(c1ccc([N+](=O)[O-])cc1)N1CCC[C@@H]2c3ccccc3C[C@@H]21
CC(C)(c1ccc(Cl)c(Cl)c1)c1cnc(C=O)n1-c1ccc(F)cc1 COC(=O)c1ncc(C(C)(C)c2ccc(Cl)c(Cl)c2)n1-c1ccc(F)cc1
CC(C)(C)OC(=O)N[C@H](CCI)c1ccc(Cl)c(Cl)c1.C[S-] CC(C)(C)OC(=O)N[C@@H](CCS)c1ccc(Cl)c(Cl)c1.C[S-]
CNC.O=C(CCl)Nc1ccc(Oc2ccc3c(c2)CCC(c2ccccc2)O3)nc1 CN(C)CC(=O)O.Nc1ccc(Oc2ccc3c(c2)CCC(c2ccccc2)O3)nc1
COC(=O)[C@H](CN)NC(=O)c1c(C)nc(NCCCc2cccc(O)c2)nc1C.O=C(O)c1sccc1Cl COC(=O)[C@H](CNC(=O)c1sccc1Cl)NC(=O)c1c(C)nc(Cl)nc1C.NCCCc1cccc(O)c1
CC(C)(N)CO.N#Cc1ccc(Cl)cc1 CC(C)(COc1ccc(C#N)cc1)[N+](=O)[O-]
CC(C)c1cccc(-c2ccc3c(c2)NC(=O)C3)c1.Cc1[nH]c(C=O)c(C)c1C(=O)NCCN1CCCC1 Cc1[nH]c(C=O)c(C)c1C(=O)NCCN1CCCC1.CC(C)c1cccc(-c2ccc3c(c2)NC(=O)C3=Cc2ccccc2)c1
COC(=O)c1cc(Br)ccc1N O=[N+]([O-])c1ccc(Br)cc1CO
CC(C)(C)O.O=C(O)c1ccc(CBr)cc1 Cc1ccc(C(=O)OC(C)(C)C)cc1.O=C1CCC(=O)N1Br
N#Cc1ccc(Br)cc1Cl.OB(O)c1ccc(F)cc1F CC1(C)OB(c2ccc(C#N)c(Cl)c2)OC1(C)C.Fc1ccc(I)c(F)c1
O=C(c1cc(F)cc(F)c1)C(O)c1cccc(OC(F)F)c1 FC(F)Cl.O=C(C(=O)c1cccc(O)c1)c1cc(F)cc(F)c1
CC(=O)c1ccccc1 CC(=O)OC(C)c1ccccc1
NC[C@@H]1C[C@H](S)CN1C(=O)OCc1ccc([N+](=O)[O-])cc1.NS(=O)(=O)Cl CC(C)(C)OC(=O)N[C@H]1C[C@@H](CNS(N)(=O)=O)N(C(=O)OCc2ccc([N+](=O)[O-])cc2)C1
C=CCBr.CC(C)=CCCn1c(Sc2nc3ccccc3[nH]2)nc2c(N)ncnc21 C=CCn1c(Br)nc2ccccc21.CC(C)=CCCn1c(S)nc2c(N)ncnc21
CCc1ccc(-c2c(F)cc(B(O)O)cc2F)cc1.CCc1ccc(Br)s1 CCc1ccc(B(O)O)cc1.CCc1ccc(-c2cc(F)c(Br)c(F)c2)s1
CC1(C)OB(c2ccc(CBr)cc2)OC1(C)C.Cc1cc(O)c2ccccc2n1 CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C.Cc1cc(OCc2ccc(Br)cc2)c2ccccc2n1
COC(=O)CBr.COc1ccc(COC(=O)C=Cc2ccc(C=O)cc2)cc1 COC(=O)CC(=O)c1ccc(C=CC(=O)OCc2ccc(OC)cc2)cc1
NC(N)=S.O=C(CBr)c1ccccc1 Nc1nc(Br)cs1.OB(O)c1ccccc1
CC(C)(C)OC(=O)NC(CF)c1ccc(CO)cc1 CC(C)(C)OC(=O)NC(CF)c1ccc(Br)cc1.CN(C)C=O
CNC.CNc1nc(-c2cccc(NC(=O)c3ccc(C(=O)O)cc3)c2)c2cc(OC)c(OC)cc2n1 CN(C)C(=O)c1ccc(C(=O)Cl)cc1.CNc1nc(-c2cccc(N)c2)c2cc(OC)c(OC)cc2n1
CC/C(=C\c1ccc(C(=O)OC(C)(C)C)s1)C(=O)OC CCOC(=O)/C(=C/c1ccc(C(=O)OC(C)(C)C)s1)CC
COc1cc2c(cc1O)CCNC2COc1ccc(Cl)cc1 Oc1cc2c(cc1O)C(COc1ccc(Cl)cc1)N(Cc1ccccc1)CC2
Brc1cccnc1.c1ccc(CN2CCCC23CCNC3)cc1 O=C1CC2(CCN(Cc3ccccc3)C2)CN1c1cccnc1
NC(=O)c1cccc2nc(-c3ccc(-c4ccccn4)cc3)oc12 CC(C)(C)OC(=O)N1CCCCC1c1ccc(-c2nc3cccc(C(N)=O)c3o2)cc1
CON=C(C#N)c1ccccc1C.O=C1CCC(=O)N1Br CON=C(C#N)c1ccccc1CBr.O=C1CCC(=O)N1Br
C=CCc1cccc(C)c1C.OO Cc1cccc(C(=O)C2CO2)c1C
C[Sn](C)(C)Cl.Cn1cccn1 CCCC[Sn](CCCC)(CCCC)c1ccnn1C.CI
CC1(C(=O)O)CCNCC1.CCOC(=O)c1cc(C#N)c(Cl)nc1C CCOC(=O)c1cc(C#N)c(N2CCC(C)(C(=O)OCC)CC2)nc1C
COC(=O)C1(CN)CC12CCCC2 CC(C)(C)OC(=O)NCC1(C(=O)O)CC12CCCC2
COC(=O)c1nc([C@H](CCCC2CCCCC2)CC(=O)NOCc2ccccc2)oc1C Cc1oc([C@H](CCCC2CCCCC2)CC(=O)NOCc2ccccc2)nc1C(=O)OCc1ccccc1
[N-]=[N+]=NC1CCc2cccc(NC(=O)OCc3ccccc3)c2C1 CC(C)(C)OC(=O)NC1CCc2cccc(NC(=O)OCc3ccccc3)c2C1
O=C1CCN(S(=O)(=O)c2ccccc2)CC1.OCCC1CCCCN1 O=S(=O)(c1ccccc1)N1CCC(N2CCCCC2CCOCc2ccccc2)CC1
CS(=O)(=O)c1ccc(C(=O)c2cc3nc(Cl)nc(N4CCOCC4)c3s2)cc1.Nc1ncc(B(O)O)cn1 CC1(C)OB(c2cnc(N)nc2)OC1(C)C.CS(=O)(=O)c1ccc(C(=O)c2cc3nc(Cl)nc(N4CCOCC4)c3s2)cc1
CC(=O)NCc1ccc(CNC2CCCc3cccnc32)c(CO)c1.Cc1cc(Cl)cnc1C=O CC(=O)OC(C)=O.Cc1cc(Cl)cnc1CN(Cc1ccc(CN)cc1CO)C1CCCc2cccnc21
C[C@@]12C=CC[C@H]1[C@@H]1CCC3=CC(O)CC[C@]3(CO)[C@H]1CC2 C[C@@]12C=CC[C@H]1[C@@H]1CCC3=CC(=O)CC[C@]3(C(=O)O)[C@H]1CC2
O=[N+]([O-])c1cccc(-c2ncnc3[nH]cc(Br)c23)c1 CC1(C)OB(c2cccc(N)c2)OC1(C)C.Clc1ncnc2[nH]cc(Br)c12
CC(=N)O.NCCC[C@H](NC(=O)c1ccc(C(c2ccccc2Cl)c2ccccc2Cl)s1)C(=O)O CC(=N)NCCC[C@H](NC(=O)c1ccc(C(c2ccccc2Cl)c2ccccc2Cl)s1)C(=O)OC(C)(C)C
CC(C)OC(=O)Cl.CS(=O)(=O)c1ccc(-c2cnc(NCC3CCNCC3)nc2)cc1 CC(C)OC(=O)N1CCC(CNc2ncc(Br)cn2)CC1.CS(=O)(=O)c1ccc(B(O)O)cc1
CC(C)(C)[Si](C)(C)OCCBr.CCCCc1nc(C)n(-c2cccc(O)c2)c(=O)c1Cc1ccc(-c2ccccc2C#N)cc1 CC(C)(C)[Si](C)(C)OCCOc1cccc(B(O)O)c1.CCCCc1nc(C)[nH]c(=O)c1Cc1ccc(-c2ccccc2C#N)cc1
CN(c1ccc(Cl)cc1)S(=O)(=O)c1cccc(C(=O)Nc2ccc(Br)cc2C(=O)O)c1.CS(N)(=O)=O CN(c1ccc(Cl)cc1)S(=O)(=O)c1cccc(C(=O)O)c1.CS(N)(=O)=O.CS(=O)(=O)NC(=O)c1cc(Br)ccc1N
FC(F)(F)CCI.N#Cc1ccc(N[C@H]2CCNC2)cc1Cl N#Cc1ccc(F)cc1Cl.N[C@H]1CCN(CCC(F)(F)F)C1
CCNCC.O=Cc1ccccc1Oc1ccc(-c2cn(C3CCOC3)c3ncnc(Cl)c23)cc1 CCN(CC)Cc1ccccc1Oc1ccc(B2OC(C)(C)C(C)(C)O2)cc1.Clc1ncnc2c1c(I)cn2C1CCOC1
N#C[C@@H]1C[C@@]2(c3ccccc3)C(=O)CC[C@@H]1N2Cc1ccccc1 CC(C)(C)[Si](C)(C)O[C@@H]1CC[C@@H]2N(Cc3ccccc3)[C@H](C#N)C[C@@]2(c2ccccc2)[C@H]1O
Nc1cc(Nc2cccc(C(F)(F)F)c2)cc(N(C=O)c2cc(Cl)cc(Cl)c2)c1.S=C=Nc1cc(Cl)cc(Cl)c1 FC(F)(F)c1cccc(Nc2cc(N=C=S)cc(NC(=S)Nc3cc(Cl)cc(Cl)c3)c2)c1.O=C=Nc1cc(Cl)cc(Cl)c1
CCCCC=O.O=C1CCCC1 CCCCC[P+](c1ccccc1)(c1ccccc1)c1ccccc1.O=C1CCCC1=O
COc1cccc([C@H]2CCC[C@H](NCc3ccccc3)C2)c1 COc1cccc([C@H]2CCC[C@H](NC(=O)OC(C)(C)C)C2)c1
COc1cc(-c2cccc([N+](=O)[O-])c2)ccc1N CC(=O)Nc1ccc(-c2cccc([N+](=O)[O-])c2)cc1O
Cc1csc2c1C(C)C1CN(Cc3ccccc3)CC21 Cc1csc2c1C(C)C1CC2CN(C(=O)OC(C)(C)C)C1
FC(F)(F)CI.Nc1ncccc1O O=[N+]([O-])c1ncccc1OCC(F)(F)F
CN.Nc1c(C(=O)O)ccc2c1OCO2 CNC(=O)c1ccc2c(c1[N+](=O)[O-])OCO2
C=CCn1c(=O)n([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c2nc(N)[nH]c(=O)c21 CCCn1c(=O)n([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2OC(C)=O)c2nc(N)[nH]c(=O)c21
CC(C)(C)OC(=O)Nc1cc(Br)ccc1Cl.CC1(C)OB(/C=C/C2CC2)OC1(C)C CC(C)(C)OC(=O)Nc1cc(C=O)ccc1Cl.CC1(C)OB(/C=C/C2CC2)OC1(C)C
CCCI.Cc1c(S(=O)(=O)NC[C@H](C)O)sc2cc(Cl)c(F)cc12 CCCN(C[C@H](C)O[Si](C)(C)C(C)(C)C)S(=O)(=O)c1sc2cc(Cl)c(F)cc2c1C
Cc1nnc2sc(C(=O)O)c(N)c2c1C.NCc1ccc(OCF)cc1 Cc1nnc2sc(C(=O)NCc3ccc(OCF)cc3)c([N+](=O)[O-])c2c1C
C=Cc1ccc(CN2CCOCC2)cc1.C[Si](C)(C)CCOCn1nc(I)c2ccc(C=O)cc21 C1COCCN1.C[Si](C)(C)CCOCn1nc(/C=C/c2ccc(C=O)cc2)c2ccc(C=O)cc21
C1COCCN1.Clc1ncnc2c1ncn2[C@H]1C[C@H](Nc2ncc3ccccc3n2)C1 Clc1ncnc2c1ncn2[C@H]1C[C@H](Nc2ncc3ccccc3n2)C1.OB(O)C1CCOCC1
C#C[Si](C)(C)C.Cc1c(Nc2ccc(I)cc2F)c2c(=O)n(C[C@@H](O)CO)cnc2n(C)c1=O C#Cc1ccc(Nc2c(C)c(=O)n(C)c3ncn(C[C@@H](O)C(=O)OC(C)(C)C)c(=O)c23)c(F)c1
O=C(NCc1cn(-c2ccccc2)c2cc(Cl)ccc2c1=O)c1cnc(Br)s1.OC1CCNCC1 NCc1cn(-c2ccccc2)c2cc(Cl)ccc2c1=O.O=C(O)c1cnc(N2CCC(O)CC2)s1
C#CCO.Cc1cc(C)cc(I)c1 C#CCO.Cc1cc(Br)cc(C#CCO)c1
N#C[C@@]1(C2CC2)CCN(c2ccnc(Cl)n2)C1=O.Nc1cnn(C2(CO)CCC2)c1 N#C[C@@]1(C2CC2)CCN(c2ccnc(Nc3cnn(C4(COCc5ccccc5)CCC4)c3)n2)C1=O
C=O.O=C(NC1CCc2ccccc2CC1=O)OCc1ccccc1 C=C(C(=O)O)C(=O)OC.O=C(NC1CCc2ccccc2C1)OCc1ccccc1
CCOC(=O)C(OC1CCOCC1)c1ccc(S(=O)(=O)C2CC2)cc1 O=C(OCc1ccccc1)C(OC1CCOCC1)c1ccc(S(=O)(=O)C2CC2)cc1
CCc1ccc(/C(=C/C2CCCC2)c2ccc(O)c(Cl)c2)nc1OC.CI CCc1ccc(/C(=C/C2CCCC2)c2ccc(OC)c(Cl)c2)nc1O.CCOP(=O)(CC(=O)C1CCCC1)OCC
CC(C)Cc1ccc(-c2nc3ccc(CO)cc3o2)cc1C(F)(F)F.O=C(O)C1CNC1 CCOC(=O)C1CN(Cc2ccc3nc(-c4ccc(CC(C)C)c(C(F)(F)F)c4)oc3c2)C1
CC(C)(C)OC(=O)N1CCC[C@@H]([C@@](C)(OCCO)c2cccc(Cl)c2)C1.O=C1NC(=O)c2ccccc21 CC(C)(C)OC(=O)N1CCC[C@@H]([C@@](C)(OCCOS(C)(=O)=O)c2cccc(Cl)c2)C1.O=C1NC(=O)c2ccccc21
Cc1ccccc1C(CC1(C2CCC(O)CC2)OCCO1)c1ccc(S(C)(=O)=O)cc1 Cc1ccccc1C(CC1(C2CCC3(CC2)OCCO3)OCCO1)c1ccc(S(C)(=O)=O)cc1
C[C@@H]1CNCCN1c1nnc(-c2ccccc2)c2ccncc12.O=C(Cl)N1CCCCC1 C1CCNCC1.C[C@@H]1CN(C(=O)Cl)CCN1c1nnc(-c2ccccc2)c2ccncc12
CCCCCCCCCCCCCCCCBr.N#Cc1ccc(N)cc1 CCCCCCCCCCCCCCCCNc1ccc(C(N)=O)cc1
CC1=C(C(=O)O)C(c2ccc(C(F)(F)F)cc2F)CC(=O)N1.CCc1n[nH]c2ccc(N)cc12 CCc1n[nH]c2ccc(NC(=O)C3=C(C)NC(=O)CC3c3ccc(Br)cc3F)cc12.O=C(O)C(F)(F)F
C=CC#N.CC(C)(C)OC(=O)N1CC[C@H](O)C1 CC(C)(C)OC(=O)N1CC[C@H](OCCC(N)=O)C1
Nc1cc(Cl)c(I)cc1N.OB(O)c1cccc(Cl)c1Cl Nc1cc(Cl)c(-c2cccc(Cl)c2Cl)cc1[N+](=O)[O-]
CN(C)Cc1ncc2n1C(=O)N(C1CCN(Cc3ccccc3)CC1)C2 CN(C)Cc1ncc2n1C(=O)N(C1CCN(C(=O)OC(C)(C)C)CC1)C2
NC1=NC(c2ccc(C(F)(F)F)nc2)(c2cccc(Br)c2)c2ccccc21.OB(O)c1cncnc1 Brc1cncnc1.NC1=NC(c2ccc(C(F)(F)F)nc2)(c2cccc(B3OC(C)(C)C(C)(C)O3)c2)c2ccccc21
CCOC(=O)Cl.CCOC(C(=O)NCc1ccc(C(=N)N)cc1)c1c(F)cc(-c2ccc(N)nc2)cc1F CCOC(=O)N=C(N)c1ccc(CNC(=O)C(OCC)c2c(F)cc(I)cc2F)cc1.Nc1ccc(B(O)O)cn1
N#CCC1(n2cc(-c3cnn4c(-c5cccc(NC(=O)NCC(F)(F)F)c5)cnc4c3)cn2)CNC1.O=C(Cl)N1CCCC1 C1CCNC1.O=C(O)C1(n2cc(-c3cnn4c(-c5cccc(NC(=O)NCC(F)(F)F)c5)cnc4c3)cn2)CN(C(=O)N2CCCC2)C1
COc1cccc(C(=CC#N)c2cc(OC)cc(OC)c2)c1 CCOP(=O)(CC#N)OCC.COc1cccc(C(=O)c2ccc(OC)c(OC)c2)c1
COc1ccc2c(Nc3c(Cl)cncc3Cl)cc(Cl)nc2c1OC1CCCC1.OCCO COc1ccc2c(Nc3c(Cl)cncc3Cl)cc(OCCOC(C)=O)nc2c1OC1CCCC1
CC(C)(CO)C(=O)O.CO COC(=O)C(C)(C)CO[Si](C)(C)C(C)(C)C
N#CC1(N2CCN(C3CC3)CC2)CCN(Cc2ccccc2)CC1 O=C1c2ccccc2C(=O)N1CC1(N2CCN(C3CC3)CC2)CCN(Cc2ccccc2)CC1
NNc1ccc(Br)cc1.O=C1CCNCC1 CC(C)(C)OC(=O)N1CCc2[nH]c3ccc(Br)cc3c2C1
O=C(Cl)c1cccc(CBr)c1.O=C([O-])O COC(=O)c1cccc(C)c1.O=C1CCC(=O)N1Br
CCOC(=O)Cc1nc2cc(F)c(N3CCN(C(=O)OC(C)(C)C)CC3)cc2n1C1CC1.[NH4+] CC(C)(C)OC(=O)N1CCN(c2cc3c(cc2F)nc(CC(=O)O)n3C2CC2)CC1.CN(C)C(On1nnc2cccnc21)=[N+](C)C
CON(C)C(=O)c1ccc2oc(CCN3CCC[C@H]3C)cc2c1.Fc1cc(F)cc([Mg+])c1 CS(=O)(=O)OCCc1cc2cc(C(=O)c3cc(F)cc(F)c3)ccc2o1.C[C@@H]1CCCN1
CC(=O)Nc1cc(-n2cccc2)cc(-n2cnc3cc(-c4cnco4)ccc32)c1 CC1(C)OB(c2cnco2)OC1(C)C.Nc1cc(-n2cccc2)cc(-n2cnc3cc(Br)ccc32)c1
CCOC(=O)c1cc2ccc(O)cc2[nH]1.Cc1ccc(Cn2c(-c3cccc(Br)c3)cc(C(F)(F)F)c(C#N)c2=O)c(C)c1 CCOC(=O)c1cc2ccc(Oc3cccc(-c4cc(C(F)(F)F)c(C#N)c(=O)[nH]4)c3)cc2[nH]1.Cc1ccc(CBr)c(C)c1
CC(C)(C)OC(=O)NCCN(CCCc1c[nH]c2ccc(-n3cnnc3)cc12)Cc1ccccc1 O=C1c2ccccc2C(=O)N1CCN(CCCc1c[nH]c2ccc(-n3cnnc3)cc12)Cc1ccccc1
COc1cc(B(O)O)c(Cl)cc1Cl.C[Si](C)(C)CCOCn1cc(C#N)c2c(Cl)ccnc21 COc1cc(B2OC(C)(C)C(C)(C)O2)c(Cl)cc1Cl.C[Si](C)(C)CCOCn1cc(C#N)c2c(I)ccnc21
NC(=O)c1cc(Br)c2ccccc2n1.OB(O)c1c(Cl)cc(F)cc1Cl N.O=C(OCc1ccccc1)c1cc(-c2c(Cl)cc(F)cc2Cl)c2ccccc2n1
NS(=O)(=O)c1ccc(CO)cc1 CCCC[Sn](CCCC)(CCCC)CCCC.NS(=O)(=O)c1ccc(Br)cc1
COC(=O)CBr.c1cc(-c2cn[nH]c2)n2nc(Nc3ccc(OCCN4CCCC4)cc3)nc2c1 COC(=O)Cn1cc(B2OC(C)(C)C(C)(C)O2)cn1.Clc1cccc2nc(Nc3ccc(OCCN4CCCC4)cc3)nn12
CC1(C)Cc2cc(C(=O)O)ccc2NC1c1cccc(N)c1.O=C(O)c1ccccn1 COC(=O)c1ccc2c(c1)CC(C)(C)C(c1cccc(NC(=O)c3ccccn3)c1)N2
O=C(OCc1ccccc1)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(O)CS(=O)c1ccccc1 O=C(CSc1ccccc1)[C@@H]1CCCN1C(=O)[C@@H]1CCCN1C(=O)OCc1ccccc1.O=S([O-])S(=O)(=O)[O-]
CC(C)N1CCN(C(=O)c2ccc(-c3cncc(-c4cc(Cl)nc(-c5ccccn5)n4)c3)cc2)CC1.CC(C)O CC(C)N1CCN(C(=O)c2ccc(-c3cncc(Br)c3)cc2)CC1.CC(C)Oc1cc(B2OC(C)(C)C(C)(C)O2)nc(-c2ccccn2)n1
CCCN(CCC)CC1CCc2ccc(NC(C)=O)cc21 CCCN(CCC)CC1CCc2ccc(N(C(C)=O)CC)cc21
CN(C)CCCOc1ccc(C=O)cc1.Oc1c(Cl)cc(-c2cc(N3CCNCC3)c(OCCc3ccc(Cl)cc3)nn2)cc1Cl CN(C)CCCOc1ccc(CN2CCN(c3cc(-c4cc(Cl)c(OCc5ccccc5)c(Cl)c4)nnc3OCCc3ccc(Cl)cc3)CC2)cc1
COC(=O)C(N)P(=O)(OC)OC.O=C(NCc1cccc(O)c1)c1ccc(C(=O)O)c(Br)c1 COC(=O)C(NC(=O)c1ccc(C(=O)NCc2cccc(OC3CCCCO3)c2)cc1Br)P(=O)(OC)OC
